time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,precipAccumulation,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
2014-12-12T06:00:00Z,Foggy in the morning.,fog,2014-12-12T13:21:21Z,2014-12-12T22:24:12Z,0.7,0,0,NA,0,NA,NA,-4.22,2014-12-12T06:00:00Z,1.84,2014-12-13T05:00:00Z,-9.14,2014-12-12T06:00:00Z,-0.81,2014-12-13T05:00:00Z,-1.38,0.93,2.39,252,6.07,NA,1025.5
2014-12-13T06:00:00Z,Foggy throughout the day.,fog,2014-12-13T13:22:08Z,2014-12-13T22:24:20Z,0.73,0,0,NA,0,NA,NA,0.27,2014-12-13T10:00:00Z,6.17,2014-12-13T22:00:00Z,-2.68,2014-12-13T10:00:00Z,4.37,2014-12-13T22:00:00Z,2.92,0.96,2.22,220,2.72,0.6,1020.84
2014-12-14T06:00:00Z,Foggy throughout the day.,fog,2014-12-14T13:22:54Z,2014-12-14T22:24:30Z,0.76,0,0,NA,0,NA,NA,5.34,2014-12-14T06:00:00Z,7.67,2014-12-14T19:00:00Z,2.7,2014-12-14T06:00:00Z,5.66,2014-12-14T19:00:00Z,6.14,0.97,2.72,185,1.06,NA,1016.71
2014-12-15T06:00:00Z,Light rain starting in the afternoon.,rain,2014-12-15T13:23:37Z,2014-12-15T22:24:42Z,0.79,0.0991,0.7188,2014-12-16T01:00:00Z,0.63,rain,NA,5.78,2014-12-16T05:00:00Z,7.22,2014-12-15T17:00:00Z,3.33,2014-12-15T12:00:00Z,3.55,2014-12-15T17:00:00Z,6.29,0.96,3.51,155,3.75,NA,1009.64
2014-12-16T06:00:00Z,Drizzle in the morning.,rain,2014-12-16T13:24:18Z,2014-12-16T22:24:57Z,0.82,0.0533,0.3099,2014-12-16T14:00:00Z,0.52,rain,NA,-3.73,2014-12-17T05:00:00Z,5.78,2014-12-16T06:00:00Z,-9.74,2014-12-17T05:00:00Z,4.77,2014-12-16T06:00:00Z,-0.22,0.87,4.4,309,10.91,NA,1011.68
2014-12-17T06:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-night,2014-12-17T13:24:58Z,2014-12-17T22:25:14Z,0.85,0,0,NA,0,NA,NA,-7.33,2014-12-18T05:00:00Z,-3.84,2014-12-17T06:00:00Z,-11.25,2014-12-18T01:00:00Z,-9.65,2014-12-17T06:00:00Z,-9.08,0.73,3.6,305,16.01,0.48,1024.49
2014-12-18T06:00:00Z,Clear throughout the day.,clear-day,2014-12-18T13:25:35Z,2014-12-18T22:25:34Z,0.88,0,0,NA,0,NA,NA,-8.43,2014-12-18T11:00:00Z,-2.78,2014-12-18T22:00:00Z,-11.69,2014-12-18T09:00:00Z,-2.78,2014-12-18T22:00:00Z,-7.44,0.83,1.34,323,15.69,0.29,1026.11
2014-12-19T06:00:00Z,Clear throughout the day.,clear-day,2014-12-19T13:26:10Z,2014-12-19T22:25:56Z,0.92,0,0,NA,0,NA,NA,-4.49,2014-12-20T03:00:00Z,-2.78,2014-12-19T06:00:00Z,-7.66,2014-12-20T03:00:00Z,-2.78,2014-12-19T06:00:00Z,-6.28,0.8,0.25,264,14.95,0.53,1026.49
2014-12-20T06:00:00Z,Clear throughout the day.,clear-day,2014-12-20T13:26:44Z,2014-12-20T22:26:21Z,0.95,0,0,NA,0,NA,NA,-3.6,2014-12-20T06:00:00Z,-1.06,2014-12-21T05:00:00Z,-6.71,2014-12-20T08:00:00Z,-4.9,2014-12-21T05:00:00Z,-4.01,0.86,2.04,165,10.15,NA,1024.93
2014-12-21T06:00:00Z,Clear throughout the day.,clear-day,2014-12-21T13:27:15Z,2014-12-21T22:26:47Z,0.98,0,0,NA,0,NA,NA,-1.11,2014-12-21T06:00:00Z,2.17,2014-12-21T22:00:00Z,-5.04,2014-12-21T11:00:00Z,-3.07,2014-12-21T22:00:00Z,-0.92,0.88,5.11,168,9.03,NA,1018.78
2014-12-22T06:00:00Z,Light rain starting in the afternoon.,rain,2014-12-22T13:27:43Z,2014-12-22T22:27:16Z,0.03,0.0737,0.696,2014-12-22T23:00:00Z,0.63,rain,NA,0.49,2014-12-22T13:00:00Z,3.17,2014-12-23T05:00:00Z,-4.27,2014-12-22T11:00:00Z,-0.54,2014-12-23T05:00:00Z,0.03,0.89,4.31,123,6.97,0.77,1008.83
2014-12-23T06:00:00Z,Rain in the morning.,rain,2014-12-23T13:28:10Z,2014-12-23T22:27:47Z,0.06,0.2362,2.4613,2014-12-23T10:00:00Z,0.77,rain,NA,2.36,2014-12-24T05:00:00Z,5.52,2014-12-23T14:00:00Z,-0.18,2014-12-23T09:00:00Z,2.55,2014-12-23T14:00:00Z,2.86,0.92,2.67,176,9.64,NA,1003.05
2014-12-24T06:00:00Z,Foggy in the morning.,fog,2014-12-24T13:28:34Z,2014-12-24T22:28:21Z,0.1,0,0,NA,0,NA,NA,1.11,2014-12-24T12:00:00Z,2.41,2014-12-24T06:00:00Z,-2.41,2014-12-25T02:00:00Z,2.41,2014-12-24T06:00:00Z,0.67,0.94,2.17,307,9.41,NA,1002.95
2014-12-25T06:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2014-12-25T13:28:56Z,2014-12-25T22:28:57Z,0.13,0,0,NA,0,NA,NA,0.05,2014-12-25T14:00:00Z,4.84,2014-12-25T21:00:00Z,-5.06,2014-12-25T14:00:00Z,1.42,2014-12-25T21:00:00Z,-1.09,0.79,4.04,213,16.09,0.25,1010.39
2014-12-26T06:00:00Z,Light rain overnight.,rain,2014-12-26T13:29:16Z,2014-12-26T22:29:34Z,0.17,0,0.0254,2014-12-26T23:00:00Z,0,NA,NA,0.82,2014-12-27T03:00:00Z,7.27,2014-12-26T20:00:00Z,-1.12,2014-12-26T14:00:00Z,5.29,2014-12-26T20:00:00Z,0.84,0.83,2.42,186,16.01,0.16,1014.8
2014-12-27T06:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2014-12-27T13:29:33Z,2014-12-27T22:30:14Z,0.21,0.0483,0.4674,2014-12-27T09:00:00Z,0.57,rain,NA,-2.99,2014-12-28T05:00:00Z,6.65,2014-12-27T13:00:00Z,-7.48,2014-12-28T04:00:00Z,3.86,2014-12-27T13:00:00Z,-0.34,0.85,3.03,256,13.47,0.63,1015.33
2014-12-28T06:00:00Z,Clear throughout the day.,clear-day,2014-12-28T13:29:48Z,2014-12-28T22:30:56Z,0.25,0,0,NA,0,NA,NA,-7.88,2014-12-28T13:00:00Z,0,2014-12-28T21:00:00Z,-12.12,2014-12-28T12:00:00Z,-3.12,2014-12-28T21:00:00Z,-8.26,0.73,1.77,280,16.09,0.14,1022.26
2014-12-29T06:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-night,2014-12-29T13:30:01Z,2014-12-29T22:31:40Z,0.28,0,0,NA,0,NA,NA,-13.01,2014-12-30T05:00:00Z,-4.54,2014-12-29T20:00:00Z,-20.86,2014-12-30T05:00:00Z,-9.86,2014-12-29T20:00:00Z,-12.63,0.66,3.78,3,16.09,0.23,1030.98
2014-12-30T06:00:00Z,Clear throughout the day.,clear-day,2014-12-30T13:30:11Z,2014-12-30T22:32:27Z,0.32,0,0,NA,0,NA,NA,-16.45,2014-12-30T13:00:00Z,-9.33,2014-12-30T20:00:00Z,-23.68,2014-12-30T13:00:00Z,-15.71,2014-12-30T20:00:00Z,-20.91,0.56,3.35,311,16.09,0.1,1038.92
